physid,PRVDR_SPCLTY,startyr,endyr
7422,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
7423,EMERGENCY MEDICINE,2018,2020
7424,EMERGENCY MEDICINE,2018,2020
7425,FAMILY MEDICINE,2009,2011
7425,INTERNAL MEDICINE,2012,2020
7426,INTERNAL MEDICINE,2015,2020
7427,EMERGENCY MEDICINE,2013,2016
7428,ANESTHESIOLOGY,2009,2020
7429,FAMILY MEDICINE,2015,2020
7430,FAMILY MEDICINE,2009,2020
7431,EMERGENCY MEDICINE,2011,2012
7432,ANESTHESIOLOGY,2010,2019
7432,"SURGERY, GENERAL",2009,2009
7433,PHYSICIAN ASSISTANT,2009,2020
7434,FAMILY MEDICINE,2020,2020
7434,INTERNAL MEDICINE,2016,2019
7435,FAMILY MEDICINE,2014,2018
7436,ANESTHESIOLOGY,2009,2020
7437,FAMILY MEDICINE,2011,2020
7438,INTERNAL MEDICINE,2014,2015
7439,FAMILY MEDICINE,2009,2009
7440,NEUROMUSCULOSKELETAL MEDICINE & OMM,2014,2020
7441,"RADIOLOGY, BODY IMAGING",2009,2020
7442,FAMILY MEDICINE,2009,2016
7443,FAMILY MEDICINE,2016,2020
7444,INTERNAL MEDICINE,2009,2016
7445,FAMILY MEDICINE,2012,2020
7446,FAMILY MEDICINE,2016,2020
7446,INTERNAL MEDICINE,2012,2015
7447,OBSTETRICS & GYNECOLOGY,2009,2020
7448,INTERNAL MEDICINE,2009,2010
7449,INFECTIOUS DISEASES,2018,2020
7450,ANESTHESIOLOGY,2009,2020
7451,EMERGENCY MEDICINE,2013,2020
7451,GENERAL PRACTICE,2011,2013
7452,NURSE PRACTITIONER,2009,2018
7453,OPHTHALMOLOGY,2009,2020
7454,INTERNAL MEDICINE,2012,2013
7455,EMERGENCY MEDICINE,2012,2013
7456,NURSE PRACTITIONER,2009,2019
7457,PLASTIC & RECONSTRUCTIVE SURGERY,2012,2013
7457,SURGERY OF THE HAND,2014,2020
7457,"SURGERY, HAND",2009,2011
7458,PHYSICIAN ASSISTANT,2017,2020
7459,EMERGENCY MEDICINE,2011,2013
7460,EMERGENCY MEDICINE,2011,2020
7461,INTERNAL MEDICINE,2009,2017
7462,NURSE PRACTITIONER,2014,2020
7462,REGISTERED NURSE,2009,2009
7463,INTERNAL MEDICINE,2011,2020
7464,FAMILY MEDICINE,2018,2020
7465,INTERNAL MEDICINE,2016,2020
7466,PHYSICIAN ASSISTANT,2018,2020
7467,CERTIFIED NURSE MIDWIFE,2009,2020
7468,FAMILY MEDICINE,2016,2020
7468,INTERNAL MEDICINE,2012,2015
7469,EMERGENCY MEDICINE,2018,2020
7470,GASTROENTEROLOGY,2009,2020
7471,FAMILY MEDICINE,2012,2012
7471,"SURGERY, GENERAL",2013,2020
7472,INTERNAL MEDICINE,2010,2011
7472,VASCULAR & INTERVENTIONAL RADIOLOGY,2012,2020
7473,INTERNAL MEDICINE,2011,2020
7474,INTERNAL MEDICINE,2009,2020
7476,INTERNAL MEDICINE,2009,2020
7477,EMERGENCY MEDICINE,2009,2020
7478,CARDIOVASCULAR DISEASE,2010,2020
7478,INTERNAL MEDICINE,2009,2009
7479,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
7480,NURSE PRACTITIONER,2009,2020
7481,INTERNAL MEDICINE,2018,2020
7482,"ENDOCRINOLOGY, DIABETES & METABOLISM",2012,2020
7482,INTERNAL MEDICINE,2009,2011
7483,FAMILY MEDICINE,2017,2020
7484,INTERNAL MEDICINE,2011,2015
7484,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2016,2018
7485,FAMILY MEDICINE,2009,2020
7486,FAMILY MEDICINE,2017,2020
7487,INTERNAL MEDICINE,2016,2019
7488,PEDIATRIC ANESTHESIOLOGY,2014,2020
7489,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
7490,ANESTHESIOLOGY,2014,2017
7490,"ANESTHESIOLOGY, PAIN MANAGEMENT",2010,2020
7491,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
7492,FOOT & ANKLE SURGERY,2013,2016
7493,NURSE PRACTITIONER,2016,2020
7494,FAMILY MEDICINE,2009,2020
7495,INTERNAL MEDICINE,2017,2020
7496,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
7497,"ENDOCRINOLOGY, DIABETES & METABOLISM",2010,2020
7498,EMERGENCY MEDICINE,2011,2013
7499,EMERGENCY MEDICINE,2018,2020
7499,FAMILY MEDICINE,2017,2018
7500,NURSE PRACTITIONER,2009,2016
7501,INTERNAL MEDICINE,2011,2020
7502,"ENDOCRINOLOGY, DIABETES & METABOLISM",2011,2020
7502,GENERAL PRACTICE,2009,2011
7503,EMERGENCY MEDICINE,2009,2020
7504,FAMILY MEDICINE,2017,2017
7504,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2019
7504,INTERNAL MEDICINE,2015,2016
7505,FAMILY MEDICINE,2009,2016
7506,INTERNAL MEDICINE,2009,2012
7507,FAMILY MEDICINE,2012,2020
7508,FAMILY MEDICINE,2009,2018
7509,INTERNAL MEDICINE,2017,2020
7510,INTERNAL MEDICINE,2016,2018
7511,PHYSICAL MEDICINE & REHABILITATION,2009,2018
7512,FAMILY MEDICINE,2009,2020
7513,FAMILY MEDICINE,2012,2020
7513,INTERNAL MEDICINE,2009,2011
7514,EMERGENCY MEDICINE,2014,2019
7515,NEPHROLOGY,2010,2014
7516,PHYSICIAN ASSISTANT,2018,2020
7517,FAMILY MEDICINE,2018,2018
7517,INTERNAL MEDICINE,2014,2017
7518,PHYSICIAN ASSISTANT,2009,2020
7519,FAMILY MEDICINE,2017,2020
7519,INTERNAL MEDICINE,2010,2016
7520,"ENDOCRINOLOGY, DIABETES & METABOLISM",2010,2020
7521,FAMILY MEDICINE,2011,2014
7522,INTERNAL MEDICINE,2009,2009
7523,CARDIOVASCULAR DISEASE,2013,2014
7523,FAMILY MEDICINE,2009,2011
7523,INTERNAL MEDICINE,2012,2015
7524,ANATOMIC PATHOLOGY & CLINICAL PATHOLOGY,2019,2019
7524,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2020
7525,EMERGENCY MEDICINE,2010,2011
7526,FOOT & ANKLE SURGERY,2014,2020
7527,PHYSICIAN ASSISTANT,2017,2020
7528,EMERGENCY MEDICINE,2017,2018
7529,PHYSICIAN ASSISTANT,2009,2020
7530,FAMILY MEDICINE,2009,2020
7531,"ENDOCRINOLOGY, DIABETES & METABOLISM",2009,2020
7532,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
7533,INTERNAL MEDICINE,2009,2020
7534,INTERNAL MEDICINE,2009,2020
7535,INTERNAL MEDICINE,2016,2020
7536,INTERNAL MEDICINE,2016,2019
7537,"RADIOLOGY, BODY IMAGING",2009,2020
7538,PHYSICIAN ASSISTANT,2009,2020
7539,FAMILY MEDICINE,2009,2020
7540,INTERNAL MEDICINE,2014,2018
7540,OBSTETRICS & GYNECOLOGY,2019,2019
7541,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2020
7542,INTERNAL MEDICINE,2009,2020
7543,FAMILY MEDICINE,2018,2018
7543,INTERNAL MEDICINE,2009,2020
7544,NEUROMUSCULOSKELETAL MEDICINE & OMM,2012,2020
7545,OBSTETRICS & GYNECOLOGY,2011,2020
7546,NURSE PRACTITIONER,2009,2015
7547,CARDIOVASCULAR DISEASE,2016,2016
7547,INTERNAL MEDICINE,2009,2015
7548,INTERNAL MEDICINE,2012,2012
7548,NEUROMUSCULOSKELETAL MEDICINE & OMM,2013,2020
7549,NEURORADIOLOGY,2012,2020
7549,VASCULAR & INTERVENTIONAL RADIOLOGY,2009,2011
7550,EMERGENCY MEDICINE,2009,2020
7551,OBSTETRICS & GYNECOLOGY,2009,2020
7552,EMERGENCY MEDICINE,2009,2020
7553,EMERGENCY MEDICINE,2009,2020
7554,EMERGENCY MEDICINE,2012,2014
7555,PHYSICIAN ASSISTANT,2017,2020
7556,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2013,2020
7557,FAMILY PRACTICE - GERIATRIC MEDICINE,2019,2020
7557,INTERNAL MEDICINE,2016,2018
7558,INTERNAL MEDICINE,2018,2020
7559,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
7560,FAMILY MEDICINE,2012,2020
7561,FAMILY PRACTICE - GERIATRIC MEDICINE,2020,2020
7561,INTERNAL MEDICINE,2012,2015
7562,EMERGENCY MEDICINE,2011,2020
7563,OBSTETRICS & GYNECOLOGY,2014,2020
7564,"ADDICTION MEDICINE, FAMILY MEDICINE",2009,2011
7564,FAMILY MEDICINE,2012,2020
7565,INTERNAL MEDICINE,2017,2020
7566,FOOT & ANKLE SURGERY,2012,2020
7566,PODIATRIST,2009,2011
7567,INTERNAL MEDICINE,2010,2012
7567,PULMONARY DISEASES,2013,2020
7568,EMERGENCY MEDICINE,2016,2018
7569,CARDIOVASCULAR DISEASE,2009,2011
7569,"SURGERY, GENERAL",2012,2013
7569,THORACIC SURGERY,2014,2020
7570,PHYSICIAN ASSISTANT,2012,2016
7571,EMERGENCY MEDICINE,2012,2015
7572,INTERNAL MEDICINE,2009,2020
7573,CARDIOVASCULAR DISEASE,2009,2020
7574,INTERNAL MEDICINE,2015,2019
7575,FAMILY MEDICINE,2009,2020
7576,UROLOGY,2015,2020
7577,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
7578,"SURGERY, GENERAL",2012,2020
7579,NURSE PRACTITIONER,2018,2020
7579,REGISTERED NURSE,2011,2017
7580,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
7581,EMERGENCY MEDICINE,2014,2015
7582,NURSE PRACTITIONER,2009,2012
7583,INTERNAL MEDICINE,2017,2020
7584,PHYSICIAN ASSISTANT,2015,2017
7585,FAMILY MEDICINE,2017,2020
7585,INTERNAL MEDICINE,2009,2016
7586,INTERNAL MEDICINE,2012,2016
7587,INTERNAL MEDICINE,2009,2020
7588,PHYSICIAN ASSISTANT,2009,2013
7589,OBSTETRICS & GYNECOLOGY,2009,2020
7590,INTERNAL MEDICINE,2010,2015
7591,INTERNAL MEDICINE,2017,2020
7592,EMERGENCY MEDICINE,2013,2020
7593,INTERNAL MEDICINE,2014,2019
7594,FAMILY MEDICINE,2018,2020
7594,INTERNAL MEDICINE,2009,2017
7595,INTERNAL MEDICINE,2017,2020
7596,FAMILY MEDICINE,2011,2014
7597,OBSTETRICS & GYNECOLOGY,2009,2012
7598,FAMILY MEDICINE,2017,2020
7598,INTERNAL MEDICINE,2014,2016
7599,INTERNAL MEDICINE,2009,2012
7600,FAMILY MEDICINE,2014,2020
7601,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
7602,FAMILY MEDICINE,2009,2010
7602,FAMILY PRACTICE - GERIATRIC MEDICINE,2019,2020
7602,INTERNAL MEDICINE,2011,2018
7603,EMERGENCY MEDICINE,2009,2020
7604,INTERNAL MEDICINE,2013,2020
7605,FAMILY MEDICINE,2009,2020
7606,FOOT & ANKLE SURGERY,2009,2020
7607,FAMILY MEDICINE,2013,2017
7607,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
7608,EMERGENCY MEDICINE,2009,2020
7609,INTERNAL MEDICINE,2015,2016
7610,INTERNAL MEDICINE,2009,2020
7611,FAMILY MEDICINE,2018,2020
7612,INTERNAL MEDICINE,2009,2020
7613,FAMILY MEDICINE,2018,2020
7613,INTERNAL MEDICINE,2015,2017
7614,INTERNAL MEDICINE,2010,2011
7615,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
7615,INTERNAL MEDICINE,2011,2017
7616,FAMILY MEDICINE,2009,2013
7617,EMERGENCY MEDICINE,2010,2020
7618,EMERGENCY MEDICINE,2009,2016
7618,FAMILY MEDICINE,2017,2020
7619,INTERNAL MEDICINE,2009,2020
7620,INTERNAL MEDICINE,2015,2018
7621,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2020
7622,FAMILY MEDICINE,2009,2020
7623,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2014
7624,EMERGENCY MEDICINE,2009,2020
7625,ANESTHESIOLOGY,2009,2020
7626,INFECTIOUS DISEASES,2009,2020
7627,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2020
7628,FAMILY MEDICINE,2017,2020
7629,ANESTHESIOLOGY,2009,2012
7630,PSYCHIATRY,2009,2020
7631,NEUROMUSCULOSKELETAL MEDICINE & OMM,2012,2020
7632,INTERNAL MEDICINE,2009,2010
7633,FAMILY MEDICINE,2009,2020
7634,INTERNAL MEDICINE,2015,2020
7635,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2014
7636,FAMILY MEDICINE,2009,2020
7637,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
7638,PHYSICIAN ASSISTANT,2009,2009
7639,"SURGERY, GENERAL",2009,2011
7639,"SURGERY, GENERAL VASCULAR",2012,2020
7640,INTERNAL MEDICINE - CRITICAL CARE MEDICINE,2009,2010
7641,INTERNAL MEDICINE,2011,2011
7641,PHYSICAL MEDICINE & REHABILITATION,2012,2020
7642,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2020
7643,EMERGENCY MEDICINE,2016,2020
7644,PHYSICIAN ASSISTANT,2009,2020
7645,NURSE PRACTITIONER,2009,2010
7646,FAMILY MEDICINE,2009,2020
7647,GASTROENTEROLOGY,2012,2012
7647,INTERNAL MEDICINE,2009,2011
7648,INTERNAL MEDICINE,2009,2011
7648,RHEUMATOLOGY,2012,2015
7649,"SURGERY, NEUROLOGICAL",2009,2020
7650,NEPHROLOGY,2009,2020
7651,NURSE PRACTITIONER,2010,2020
7651,REGISTERED NURSE,2009,2009
7652,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2020
7653,FAMILY MEDICINE,2018,2020
7653,INTERNAL MEDICINE,2014,2017
7654,EMERGENCY MEDICINE,2015,2020
7655,INTERNAL MEDICINE,2016,2019
7656,INTERNAL MEDICINE,2009,2011
7656,PULMONARY DISEASES,2012,2020
7657,INTERNAL MEDICINE,2016,2020
7658,CERTIFIED NURSE MIDWIFE,2015,2016
7659,INTERNAL MEDICINE,2009,2014
7660,FAMILY MEDICINE,2016,2020
7662,EMERGENCY MEDICINE,2014,2020
7663,EMERGENCY MEDICINE,2009,2020
7664,INTERNAL MEDICINE,2016,2019
7665,CARDIOVASCULAR DISEASE,2011,2020
7666,FOOT & ANKLE SURGERY,2009,2017
7667,FAMILY MEDICINE,2012,2020
7668,NURSE PRACTITIONER,2009,2014
7669,FAMILY MEDICINE,2009,2020
7670,"SURGERY, NEUROLOGICAL",2009,2020
7671,PHYSICIAN ASSISTANT,2011,2020
7672,INTERNAL MEDICINE,2017,2020
7673,INTERNAL MEDICINE,2009,2016
7674,PHYSICIAN ASSISTANT,2009,2019
7675,FAMILY MEDICINE,2009,2020
7676,INTERNAL MEDICINE,2014,2020
7677,EMERGENCY MEDICINE,2010,2020
7678,CLINICAL CARDIAC ELECTROPHYSIOLOGY,2017,2020
7678,INTERNAL MEDICINE,2015,2016
7679,FAMILY MEDICINE,2012,2020
7680,INTERNAL MEDICINE,2011,2020
7681,"ANESTHESIOLOGY, PAIN MANAGEMENT",2009,2020
7682,EMERGENCY MEDICINE,2016,2020
7682,GENERAL PRACTICE,2011,2016
7683,EMERGENCY MEDICINE,2009,2015
7684,EMERGENCY MEDICINE,2009,2020
7685,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2020
7686,EMERGENCY MEDICINE,2015,2015
7687,PLASTIC SURGERY WITHIN THE HEAD & NECK,2010,2020
7688,"SURGERY, GENERAL",2009,2011
7689,FAMILY MEDICINE,2009,2020
7690,OBSTETRICS & GYNECOLOGY,2009,2020
7691,FAMILY MEDICINE,2016,2020
7692,INTERNAL MEDICINE,2009,2020
7693,FAMILY MEDICINE,2009,2012
7694,FAMILY MEDICINE,2009,2020
7695,EMERGENCY MEDICINE,2011,2020
7696,INTERNAL MEDICINE,2010,2015
7697,EMERGENCY MEDICINE,2015,2020
7698,INTERNAL MEDICINE,2015,2020
7699,FAMILY MEDICINE,2016,2020
7700,CARDIOVASCULAR DISEASE,2016,2020
7701,INTERNAL MEDICINE,2009,2020
7702,EMERGENCY MEDICINE,2009,2020
7703,FAMILY MEDICINE,2009,2020
7704,FAMILY MEDICINE,2019,2020
7704,INTERNAL MEDICINE,2014,2018
7705,PHYSICIAN ASSISTANT,2017,2020
7706,EMERGENCY MEDICINE,2014,2020
7707,INTERNAL MEDICINE,2017,2018
7707,PLASTIC SURGERY WITHIN THE HEAD & NECK,2019,2020
7708,FOOT & ANKLE SURGERY,2015,2020
7709,ANESTHESIOLOGY,2009,2020
7710,GASTROENTEROLOGY,2009,2011
7710,PULMONARY DISEASES,2012,2020
7711,FAMILY MEDICINE,2014,2020
7712,FAMILY MEDICINE,2011,2020
7713,OBSTETRICS & GYNECOLOGY,2014,2020
7714,FAMILY MEDICINE,2009,2020
7715,FAMILY MEDICINE,2015,2020
7716,FAMILY MEDICINE,2011,2020
7717,INTERNAL MEDICINE,2019,2020
7718,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2015,2020
7719,NURSE PRACTITIONER,2016,2020
7719,REGISTERED NURSE,2009,2015
7720,EMERGENCY MEDICINE,2011,2014
7721,INTERNAL MEDICINE,2017,2020
7722,INTERNAL MEDICINE,2010,2012
7723,INTERNAL MEDICINE,2013,2016
7724,INTERNAL MEDICINE,2017,2020
7725,INTERNAL MEDICINE,2010,2012
7725,NEUROMUSCULOSKELETAL MEDICINE & OMM,2013,2020
7726,FAMILY MEDICINE,2018,2020
7726,INTERNAL MEDICINE,2015,2018
7727,FAMILY PRACTICE - GERIATRIC MEDICINE,2018,2020
7727,INTERNAL MEDICINE,2014,2017
7728,FAMILY MEDICINE,2012,2017
7728,FAMILY PRACTICE - GERIATRIC MEDICINE,2019,2020
7728,INTERNAL MEDICINE,2009,2018
7729,FAMILY MEDICINE,2017,2020
7730,OBSTETRICS & GYNECOLOGY,2009,2020
7731,EMERGENCY MEDICINE,2016,2020
7732,PHYSICIAN ASSISTANT,2016,2020
7733,INTERNAL MEDICINE,2016,2020
7734,PHYSICIAN ASSISTANT,2009,2012
7735,FAMILY MEDICINE,2012,2020
7736,PLASTIC SURGERY WITHIN THE HEAD & NECK,2011,2020
7737,INTERNAL MEDICINE,2015,2017
7738,OPHTHALMOLOGY,2009,2020
7739,OBSTETRICS & GYNECOLOGY,2009,2020
7740,TRANSPLANT SURGERY,2009,2020
7741,INTERNAL MEDICINE,2014,2017
7741,PSYCHIATRY,2018,2020
7742,FAMILY MEDICINE,2016,2020
7743,ANESTHESIOLOGY,2009,2020
7744,EMERGENCY MEDICINE,2009,2015
7745,VASCULAR & INTERVENTIONAL RADIOLOGY,2009,2020
7746,FAMILY MEDICINE,2018,2020
7747,EMERGENCY MEDICINE,2012,2020
7747,GENERAL PRACTICE,2009,2012
7748,PHYSICIAN ASSISTANT,2009,2016
7749,NURSE PRACTITIONER,2009,2020
7750,INTERNAL MEDICINE - CRITICAL CARE MEDICINE,2009,2015
7750,PULMONARY DISEASES,2016,2020
7751,INTERNAL MEDICINE,2009,2009
7752,FAMILY MEDICINE,2009,2020
7753,EMERGENCY MEDICINE,2015,2020
7754,PHYSICIAN ASSISTANT,2009,2020
7755,UROLOGY,2009,2018
7756,NURSE PRACTITIONER,2009,2020
7757,FAMILY MEDICINE,2018,2020
7757,INTERNAL MEDICINE,2014,2017
7758,OBSTETRICS & GYNECOLOGY,2012,2020
7758,"SURGERY, ONCOLOGIC",2009,2011
7759,INTERNAL MEDICINE,2011,2011
7759,NEUROMUSCULOSKELETAL MEDICINE & OMM,2014,2020
7760,FAMILY MEDICINE,2015,2016
7760,OCCUPATIONAL MEDICINE,2017,2020
7761,"ANESTHESIOLOGY, PAIN MANAGEMENT",2015,2015
7761,PHYSICAL MEDICINE & REHABILITATION,2016,2020
7762,PLASTIC SURGERY WITHIN THE HEAD & NECK,2014,2020
7762,"SURGERY, NEUROLOGICAL",2013,2013
7763,FOOT & ANKLE SURGERY,2016,2020
7764,FAMILY MEDICINE,2009,2020
7765,INTERNAL MEDICINE,2009,2011
7766,PLASTIC SURGERY WITHIN THE HEAD & NECK,2009,2020
7767,PHYSICIAN ASSISTANT,2015,2020
7768,EMERGENCY MEDICINE,2009,2018
7769,INTERNAL MEDICINE,2009,2020
7770,INTERNAL MEDICINE,2013,2015
7771,GASTROENTEROLOGY,2016,2020
7771,INTERNAL MEDICINE,2009,2010
7772,INTERNAL MEDICINE,2012,2014
7773,FAMILY MEDICINE,2020,2020
7773,INTERNAL MEDICINE,2016,2019
7774,PHYSICIAN ASSISTANT,2009,2016
7775,GASTROENTEROLOGY,2016,2018
7775,INTERNAL MEDICINE,2012,2016
7775,OBSTETRICS & GYNECOLOGY,2018,2020
7776,FAMILY MEDICINE,2009,2020
7777,EMERGENCY MEDICINE,2011,2015
7778,PHYSICIAN ASSISTANT,2009,2016
7779,GENERAL PRACTICE,2013,2015
7779,INTERNAL MEDICINE,2012,2018
7779,PULMONARY DISEASES,2019,2020
7780,EMERGENCY MEDICINE,2018,2020
7781,OPHTHALMOLOGY,2009,2020
7782,OBSTETRICS & GYNECOLOGY,2009,2020
7783,OBSTETRICS & GYNECOLOGY,2009,2020
7784,PHYSICIAN ASSISTANT,2009,2020
7785,EMERGENCY MEDICINE,2009,2020
7786,PHYSICIAN ASSISTANT,2017,2020
7787,"ENDOCRINOLOGY, DIABETES & METABOLISM",2013,2020
7788,INTERNAL MEDICINE,2013,2018
7789,INTERNAL MEDICINE,2009,2020
7790,FAMILY MEDICINE,2009,2020
7791,CARDIOVASCULAR DISEASE,2009,2012
7792,FAMILY MEDICINE,2009,2020
7793,"SURGERY, GENERAL VASCULAR",2009,2020
7794,INTERNAL MEDICINE,2009,2020
7795,INTERNAL MEDICINE,2012,2014
7795,OBSTETRICS & GYNECOLOGY,2015,2020
7796,EMERGENCY MEDICINE,2012,2020
7796,FAMILY MEDICINE,2009,2011
7797,FAMILY MEDICINE,2009,2020
7798,INTERNAL MEDICINE,2009,2016
7798,"SURGERY, GENERAL",2017,2020
7799,FAMILY MEDICINE,2016,2017
7800,PSYCHIATRY & NEUROLOGY - NEUROLOGY,2009,2017
7801,EMERGENCY MEDICINE,2013,2020
7802,PHYSICIAN ASSISTANT,2017,2020
7803,UROLOGY,2009,2020
7804,INTERNAL MEDICINE,2011,2016
7805,EMERGENCY MEDICINE,2009,2020
7806,PHYSICIAN ASSISTANT,2011,2020
7807,PULMONARY DISEASES,2009,2020
7808,OBSTETRICS & GYNECOLOGY,2013,2020
7809,EMERGENCY MEDICINE,2009,2019
7809,FAMILY MEDICINE,2019,2020
7810,GASTROENTEROLOGY,2015,2018
7811,FAMILY MEDICINE,2009,2010
7812,FAMILY MEDICINE,2009,2011
7813,INTERNAL MEDICINE,2010,2013
7813,OBSTETRICS & GYNECOLOGY,2019,2020
7814,EMERGENCY MEDICINE,2017,2020
7815,FAMILY MEDICINE,2009,2018
7816,INTERNAL MEDICINE,2017,2020
7817,EMERGENCY MEDICINE,2018,2020
7818,EMERGENCY MEDICINE,2009,2017
7819,INTERNAL MEDICINE,2009,2012
7819,OBSTETRICS & GYNECOLOGY,2013,2020
7820,NEPHROLOGY,2009,2020
7821,NURSE PRACTITIONER,2010,2020
7822,NURSE PRACTITIONER,2009,2020
7823,FAMILY MEDICINE,2010,2011
7823,GENERAL PRACTICE,2009,2010
7824,NURSE PRACTITIONER,2009,2020
7825,INTERNAL MEDICINE,2015,2020
7826,INTERNAL MEDICINE,2012,2020
7827,INTERNAL MEDICINE,2009,2020
7828,INTERNAL MEDICINE,2011,2012
7828,"SURGERY, GENERAL",2013,2014
7829,INTERNAL MEDICINE,2015,2020
7830,FAMILY MEDICINE,2009,2020
7831,INTERNAL MEDICINE,2014,2014
7831,RHEUMATOLOGY,2009,2020
7832,INTERNAL MEDICINE,2016,2020
7833,INTERNAL MEDICINE,2009,2020
7834,"ANESTHESIOLOGY, PAIN MANAGEMENT",2013,2014
7835,INTERNAL MEDICINE,2016,2020
7836,FAMILY MEDICINE,2012,2020
7837,FAMILY MEDICINE,2015,2020
7837,INTERNAL MEDICINE,2011,2014
7838,CARDIOVASCULAR DISEASE,2009,2020
7838,INTERNAL MEDICINE,2012,2012
7839,EMERGENCY MEDICINE,2009,2020
7840,EMERGENCY MEDICINE,2011,2013
7841,OBSTETRICS & GYNECOLOGY,2009,2020
7842,INTERNAL MEDICINE,2009,2010
7843,"SURGERY, NEUROLOGICAL",2009,2020
7844,EMERGENCY MEDICINE,2014,2015
7845,INTERNAL MEDICINE,2009,2020
7846,EMERGENCY MEDICINE,2017,2020
7847,INTERNAL MEDICINE,2010,2012
7848,OBSTETRICS & GYNECOLOGY,2009,2011
7849,INTERNAL MEDICINE,2009,2011
7849,"RADIOLOGY, BODY IMAGING",2012,2020
7850,FAMILY MEDICINE,2009,2020
7851,INTERNAL MEDICINE,2010,2011
7852,INTERNAL MEDICINE,2009,2020
7853,PHYSICIAN ASSISTANT,2009,2011
7854,OPHTHALMOLOGY,2009,2020
7855,FAMILY MEDICINE,2015,2020
7855,INTERNAL MEDICINE,2017,2019
7856,FOOT & ANKLE SURGERY,2015,2020
7856,PODIATRIST,2011,2014
7857,FAMILY MEDICINE,2009,2015
7858,DERMATOLOGY,2017,2020
7858,INTERNAL MEDICINE,2011,2016
7859,INTERNAL MEDICINE,2009,2017
7860,OBSTETRICS & GYNECOLOGY,2009,2020
7861,FAMILY MEDICINE,2009,2020
7862,FAMILY MEDICINE,2009,2013
7863,UROLOGY,2012,2016
7864,FAMILY MEDICINE,2018,2020
7865,OBSTETRICS & GYNECOLOGY,2009,2020
7866,EMERGENCY MEDICINE,2011,2014
7867,PHYSICAL MEDICINE & REHABILITATION,2009,2020
7868,THORACIC SURGERY,2009,2020
7869,DERMATOLOGY,2009,2020
7870,EMERGENCY MEDICINE,2009,2020
7871,INTERNAL MEDICINE,2013,2020
7872,FAMILY MEDICINE,2009,2014
7873,FAMILY PRACTICE - GERIATRIC MEDICINE,2020,2020
7873,PULMONARY DISEASES,2009,2019
7874,INTERNAL MEDICINE,2018,2020
7874,"SURGERY, GENERAL",2019,2019
7875,INTERNAL MEDICINE,2012,2020
7876,GENERAL PRACTICE,2009,2012
7876,INTERNAL MEDICINE,2012,2020
7877,INTERNAL MEDICINE,2011,2017
7878,INTERNAL MEDICINE,2015,2019
7878,OBSTETRICS & GYNECOLOGY,2020,2020
7879,INTERNAL MEDICINE,2015,2020
7880,INTERNAL MEDICINE,2017,2020
7881,FAMILY MEDICINE,2009,2020
7882,INTERNAL MEDICINE,2014,2015
7883,PHYSICIAN ASSISTANT,2009,2014
7884,FAMILY MEDICINE,2009,2020
7885,EMERGENCY MEDICINE,2019,2020
7886,INTERNAL MEDICINE,2009,2013
7886,OBSTETRICS & GYNECOLOGY,2010,2012
7887,CARDIOVASCULAR DISEASE,2009,2020
7888,INTERNAL MEDICINE,2019,2020
7889,"SURGERY, GENERAL VASCULAR",2009,2020
7890,INTERNAL MEDICINE,2015,2019
7891,PHYSICIAN ASSISTANT,2016,2020
7892,EMERGENCY MEDICINE,2015,2020
7893,INTERNAL MEDICINE,2018,2018
7894,EMERGENCY MEDICINE,2017,2020
7895,ANESTHESIOLOGY,2009,2020
7896,FAMILY MEDICINE,2013,2020
7896,INTERNAL MEDICINE,2009,2012
7897,NEUROMUSCULOSKELETAL MEDICINE & OMM,2009,2012
7898,FAMILY MEDICINE,2009,2020
7899,FAMILY MEDICINE,2009,2020
7900,NURSE PRACTITIONER,2009,2020
7901,NEPHROLOGY,2009,2020
7902,FAMILY MEDICINE,2009,2012
