physid,birth_yr,employment_yr,termination_yr,female,ETHNICITY,JOB_TITLE,firstencyr,lastencyr,encyrs,PATCT,patperyr
7031,1973,2008,,1,WHITE,ORTHOPEDIST,2008,2020,13,10892,837.84615385
7032,1956,1985,,1,WHITE,PHYSICIAN ASST,2004,2020,17,9108,535.76470588
7033,1981,2010,,0,WHITE,IM HOSPITALIST,,,,,
7034,1954,2002,,0,WHITE,ORTHOPEDIC SPINE SURGEON,2004,2020,17,5306,312.11764706
7035,1976,2010,,0,ASIAN,CARDIOLOGIST,2010,2020,11,3960,360
7036,1949,1990,2013,0,WHITE,EMERGENTOLOGIST,,,,,
7037,1975,2009,2011,0,,,2009,2009,1,15,15
7038,1985,2019,,1,ASIAN,IM HOSPITALIST,,,,,
7039,1970,2006,,0,ASIAN,GENETIC SERVICES IIGEN SRV II,2006,2020,15,6666,444.4
7040,1943,1976,2011,0,ASIAN,PHYSIATRIST,2004,2010,7,7213,1030.4285714
7041,1984,2018,,0,ASIAN,NURSE PRACTITIONER Y2,2018,2020,3,8355,2785
7042,1977,2016,,0,WHITE,URGENT CARE SPECIALIST,2016,2020,5,14703,2940.6
7043,1956,1988,,0,WHITE,GASTROENTEROLOGIST,2004,2020,17,13772,810.11764706
7044,1949,1985,,0,WHITE,GENERAL EMERGENCY SURGEON,2004,2020,17,39127,2301.5882353
7045,1983,,2019,0,,,2017,2019,3,76,25.333333333
7046,1975,2004,,0,ASIAN,SURGERY VASCULAR,2004,2020,17,3933,231.35294118
7047,1977,2011,,1,ASIAN,OB/GYN HOSPITALIST,2011,2020,10,5291,529.1
7048,1989,2016,2017,0,ASIAN,RESIDENT PHYSICIAN,2017,2017,1,28,28
7049,1973,2007,,1,ASIAN,IM CARDILOGIST,2007,2020,14,5020,358.57142857
7050,1982,2015,,1,ASIAN,IM HOSPITALIST,2018,2018,1,1,1
7051,1978,2007,,1,BLACK,FAMILY PRACTICE SPECIALIST,2007,2020,14,18105,1293.2142857
7052,1988,2019,,0,WHITE,ORTHOPEDIST,,,,,
7053,1988,2017,,1,WHITE,RESIDENT PHYSICIAN,2017,2020,4,300,75
7054,1956,1988,2019,0,WHITE,SURGICAL PODIATRIST,2004,2019,16,13588,849.25
7055,1961,1998,,1,WHITE,INTERNIST,2004,2020,17,13796,811.52941176
7056,1972,2005,,1,ASIAN,EMERGENCY MEDICINE,2011,2015,5,92,18.4
7057,1982,2014,2015,0,ASIAN,GENERAL SURGEON,2014,2015,2,57,28.5
7058,1972,2014,,1,ASIAN,,2011,2014,4,2273,568.25
7059,1963,1990,,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,17294,1017.2941176
7060,1952,1980,2016,0,WHITE,INTERNIST,2004,2015,12,8302,691.83333333
7061,1964,2001,,1,WHITE,EMERGENTOLOGIST,2016,2016,1,17,17
7062,1989,2015,,0,ASIAN,RESIDENT PHYSICIAN,2015,2019,5,128,25.6
7063,1963,2004,,1,ASIAN,INFECTIOUS DISEASE SPECIALIST,2004,2020,17,2623,154.29411765
7064,1980,2013,,1,,,,,,,
7065,1977,2016,,0,WHITE,INTERNIST,2016,2020,5,5021,1004.2
7066,1982,2013,,1,ASIAN,ANESTHESIOLOGIST,2013,2020,8,634,79.25
7067,1941,1976,,0,ASIAN,OBSTETRIC/GYNECOLOGIC SURGEON,2004,2020,17,12803,753.11764706
7068,1978,2008,2018,1,WHITE,FAMILY PRACTICE SPECIALIST,2005,2016,12,8008,667.33333333
7069,1971,2014,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2014,2020,7,16756,2393.7142857
7070,1967,2009,2013,0,WHITE,NEUROLOGIST,2009,2013,5,3885,777
7071,1973,2008,2011,0,WHITE,GENERAL SURGEON,,,,,
7072,1961,1999,,0,WHITE,PHYSICIAN ASST,2004,2020,17,34255,2015
7073,1946,1969,2012,0,WHITE,PHYSICIAN ASST II,2005,2012,8,3546,443.25
7074,1967,1996,2018,0,ASIAN,EMERGENTOLOGIST,,,,,
7075,1983,2018,,0,ASIAN,"GERIATRICS,PALLIATIVE&CONTCARE",2014,2019,6,497,82.833333333
7076,1977,2008,2009,1,ASIAN,ENDOCRINOLOGIST,2008,2009,2,1012,506
7077,1972,2010,,1,WHITE,EMERGENTOLOGIST,2015,2015,1,6,6
7078,1974,2010,,0,ASIAN,"GERIATRICS,PALLIATIVE&CONTCARE",2010,2019,10,315,31.5
7079,1978,2015,,1,HISPAN,FAMILY PRACTICE SPECIALIST,2015,2020,6,5788,964.66666667
7080,1980,2011,2017,1,WHITE,GENERAL SURGEON,2011,2016,6,419,69.833333333
7081,1981,2006,,0,ASIAN,,2006,2014,9,11408,1267.5555556
7082,1964,2007,,0,ASIAN,PHYSICIAN ASST II,2007,2020,14,20754,1482.4285714
7083,1976,2007,,1,ASIAN,OPHTHALMOLOGIST,2007,2020,14,13911,993.64285714
7084,1970,2003,,1,WHITE,EMERGENTOLOGIST,,,,,
7085,1947,1978,,0,WHITE,ADULT CRITICAL CARE,2004,2020,17,3877,228.05882353
7086,1977,2012,,1,WHITE,FAMILY PRACTICE SPECIALIST,2012,2020,9,17546,1949.5555556
7087,1989,2016,,1,ASIAN,RESIDENT PHYSICIAN,2017,2020,4,228,57
7088,1964,1998,2016,1,HISPAN,NEUROLOGIST,2004,2016,13,7769,597.61538462
7089,1973,2009,,1,OTHER,EMERGENTOLOGIST,2009,2019,11,101,9.1818181818
7090,1977,2010,2013,0,ASIAN,SURGERY PLASTIC HAND,2010,2012,3,1621,540.33333333
7091,1984,2011,2014,1,WHITE,RESIDENT PHYSICIAN,2011,2014,4,1644,411
7092,1978,2007,,0,WHITE,PHYSICIAN AST II,2008,2020,13,6149,473
7093,1974,2016,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2016,2020,5,7198,1439.6
7094,1985,2015,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2015,2020,6,9374,1562.3333333
7095,1944,1974,,0,WHITE,UROLOGIST,2004,2020,17,9021,530.64705882
7096,1976,,,0,ASIAN,,2009,2013,5,210,42
7097,1981,2019,,0,WHITE,DERMATOLOGIST,2019,2020,2,1689,844.5
7098,1981,2014,,1,WHITE,UROLOGIST,2014,2020,7,3843,549
7099,1952,1978,2014,1,WHITE,NURSE PRACTITIONER Y2,2004,2014,11,15676,1425.0909091
7100,1975,2013,,0,ASIAN,OCCUPATIONAL MED SPECIALIST,2013,2020,8,5225,653.125
7101,1978,2011,,1,ASIAN,RETINAL SURGEON,2011,2020,10,3342,334.2
7102,1967,2009,2010,0,ASIAN,UROLOGIST,2009,2010,2,1033,516.5
7103,1959,1991,2015,0,WHITE,PRIMARY CARE/EM,,,,,
7104,1953,1983,,0,WHITE,GASTROENTEROLOGIST,2004,2020,17,23601,1388.2941176
7105,1958,1990,,0,WHITE,ORTHOPEDIST,2004,2020,17,7373,433.70588235
7106,1979,2010,2016,1,ASIAN,FAMILY PRACTICE SPECIALIST,2010,2016,7,1487,212.42857143
7107,1977,2014,,0,WHITE,RADIOLOGIST INTERVENT,2017,2020,4,43,10.75
7108,,,2011,0,,,,,,,
7109,1963,2018,,1,BLACK,EMERGENTOLOGIST,,,,,
7110,1946,1979,2015,0,WHITE,INTERNIST,2004,2015,12,6490,540.83333333
7111,1966,2012,,0,ASIAN,INTERNIST,2012,2020,9,7886,876.22222222
7112,1979,2007,,1,WHITE,FAMILY PRACTICE SPECIALIST,2007,2019,13,9347,719
7113,,,2016,0,,,,,,,
7114,1970,1999,,0,ASIAN,IM CARDILOGIST,2004,2020,17,5809,341.70588235
7115,1971,2010,,1,ASIAN,NURSE PRACTITIONER Y2,2016,2020,5,3964,792.8
7116,1954,1987,2020,0,WHITE,SURGICAL PODIATRIST,2004,2019,16,10691,668.1875
7117,1980,2014,2020,0,ASIAN,URGENT CARE SPECIALIST,2012,2020,9,19657,2184.1111111
7118,1968,2005,,0,WHITE,PHYSIATRIST,2005,2020,16,12196,762.25
7119,1981,2010,,1,ASIAN,EMERGENTOLOGIST,,,,,
7120,1979,2008,2013,1,ASIAN,,2009,2012,4,28,7
7121,1979,2015,,1,ASIAN,,2015,2016,2,1228,614
7122,1983,2017,,0,WHITE,DERMATOLOGIST,2017,2020,4,6123,1530.75
7123,1977,2011,,0,ASIAN,NEUROLOGIST,2011,2020,10,6398,639.8
7124,1983,,2019,0,,,,,,,
7125,1977,2012,,1,ASIAN,IM HOSPITALIST,,,,,
7126,1949,1989,2015,0,ASIAN,ANESTHESIOLOGIST,2007,2014,8,4882,610.25
7127,1972,2006,,1,WHITE,PULMONOLOGIST,2006,2020,15,1918,127.86666667
7128,1971,2012,,1,WHITE,ORTHOPEDIST,2012,2020,9,6166,685.11111111
7129,1983,2015,,0,ASIAN,INTERNIST,2015,2020,6,6760,1126.6666667
7130,1946,1979,2011,0,WHITE,PHYSIATRIST,2004,2011,8,6114,764.25
7131,1970,2006,2011,0,WHITE,GENERAL SURGEON,,,,,
7132,1966,1998,,1,ASIAN,NEUROLOGIST,2004,2020,17,7656,450.35294118
7133,1980,2008,,1,WHITE,NURSE PRACTITIONER Y2,2016,2020,5,9684,1936.8
7134,1948,1991,2016,0,ASIAN,ANESTHESIOLOGIST,2005,2005,1,2,2
7135,1971,2017,,0,WHITE,INTERNIST,2017,2020,4,3971,992.75
7136,1989,2018,,0,ASIAN,INTERNIST,2016,2020,5,1926,385.2
7137,1947,1977,,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,12038,708.11764706
7138,1973,2005,,0,ASIAN,HEAD AND NECK SURGEON,2004,2020,17,11454,673.76470588
7139,1951,1979,2016,1,WHITE,LIFESTYLE EDUCATOR II-R,2004,2016,13,23118,1778.3076923
7140,1989,2019,,0,ASIAN,RESIDENT PHYSICIAN,2019,2020,2,119,59.5
7141,1964,2007,,0,ASIAN,PHYSICIAN ASST II,2007,2020,14,6735,481.07142857
7142,1980,2012,,1,WHITE,FAMILY PRACTICE SPECIALIST,2009,2020,12,9837,819.75
7143,1968,1998,,0,ASIAN,EMERGENTOLOGIST,2012,2012,1,13,13
7144,1983,2015,,1,WHITE,IM HOSPITALIST,2012,2015,4,392,98
7145,1974,2005,,0,BLACK,FAMILY PRACTICE SPECIALIST,2005,2020,16,28193,1762.0625
7146,1976,2007,,1,,,2008,2008,1,372,372
7147,1986,2015,2019,1,ASIAN,INTERNIST,2012,2019,8,816,102
7148,1959,2001,,0,ASIAN,VASCULAR SURGEON,2004,2020,17,7169,421.70588235
7149,1970,1999,,0,ASIAN,EMERGENTOLOGIST,,,,,
7150,1979,2015,,1,HISPAN,URGENT CARE SPECIALIST,2015,2020,6,7790,1298.3333333
7151,1984,2017,,0,ASIAN,IM HOSPITALIST,,,,,
7152,1979,2008,,0,,EMERGENTOLOGIST,,,,,
7153,1982,2015,,1,ASIAN,UROGYNECOLOGIST,2013,2020,8,2232,279
7154,1980,2018,,0,ASIAN,PULMONOLOGIST,2018,2020,3,459,153
7155,1971,2003,,0,ASIAN,PULMONOLOGIST,2004,2020,17,3931,231.23529412
7156,1976,2009,,1,ASIAN,,2009,2014,6,5668,944.66666667
7157,1980,2014,,0,ASIAN,UROLOGIST,2014,2020,7,5233,747.57142857
7158,1970,1999,,1,WHITE,PHYSICIAN AST II,2004,2019,16,9819,613.6875
7159,1966,2018,,0,WHITE,UROLOGIST,2004,2020,17,1836,108
7160,1978,2015,2018,0,ASIAN,EMERGENTOLOGIST,,,,,
7161,1972,2009,2009,1,WHITE,INTERNIST,2009,2009,1,444,444
7162,1981,2014,,1,WHITE,FAMILY PRACTICE SPECIALIST,2012,2020,9,7886,876.22222222
7163,1963,2002,,1,ASIAN,PHYSICAL MEDICINE AND REHAB,2004,2020,17,9011,530.05882353
7164,1976,2009,,1,WHITE,,,,,,
7165,1973,,,0,,,2010,2018,9,1798,199.77777778
7166,1980,2018,,1,,,2014,2014,1,14,14
7167,1971,2015,,0,WHITE,OBSTETRICIAN GYNECOLOGIST,2016,2020,5,4545,909
7168,1974,2003,,0,ASIAN,UROLOGIST,2004,2020,17,10898,641.05882353
7169,1963,1998,,0,BLACK,FAMILY PRACTICE SPECIALIST,2004,2020,17,16997,999.82352941
7170,1971,2007,,0,ASIAN,ORTHOPEDIST,2007,2020,14,6091,435.07142857
7171,1976,2008,2011,0,WHITE,OBSTETRICIAN GYNECOLOGIST,2008,2011,4,1812,453
7172,1971,1999,,0,HISPAN,PHYSICIAN ASST II,2004,2020,17,18879,1110.5294118
7173,1970,2004,,0,WHITE, IM CARDIOLOGY INTERVENTIONAL,2004,2019,16,180,11.25
7174,1974,2013,,0,ASIAN,INTERNIST,2013,2020,8,7735,966.875
7175,1985,2017,,0,ASIAN,GENERAL SURGEON,2012,2020,9,1754,194.88888889
7176,1985,2014,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2012,2020,9,3230,358.88888889
7177,1961,1991,,0,ASIAN,URGENT CARE SPECIALIST,2004,2020,17,52539,3090.5294118
7178,1955,2008,2011,0,ASIAN,FAMILY PRACTICE SPECIALIST,2008,2010,3,6175,2058.3333333
7179,1991,2016,,1,ASIAN,RESIDENT PHYSICIAN,,,,,
7180,1987,2017,,1,WHITE,RHEUMATOLOGIST,2014,2017,4,524,131
7181,1975,2011,,0,ASIAN,HEAD AND NECK SURGEON,2011,2020,10,9069,906.9
7182,1962,2001,2011,1,,INTERNIST,2006,2007,2,3,1.5
7183,1972,2001,,0,ASIAN,IM HOSPITALIST,2004,2007,4,196,49
7184,1980,2011,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2009,2020,12,10426,868.83333333
7185,1978,2016,,0,WHITE,FAMILY PRACTICE SPECIALIST,2016,2020,5,8181,1636.2
7186,1983,2014,,1,WHITE,PHYSICIAN ASSISTANT II,2014,2016,3,2134,711.33333333
7187,1956,1999,,0,ASIAN,NEPHROLOGIST,2004,2020,17,1989,117
7188,1964,2005,2014,1,ASIAN,FAMILY PRACTICE SPECIALIST,2005,2014,10,12800,1280
7189,1955,2001,2014,1,AMINDN,NURSE PRACTITIONER Y2,2004,2014,11,17131,1557.3636364
7190,1987,2016,2019,1,WHITE,INTERNIST,2014,2017,4,466,116.5
7191,1983,2016,,0,ASIAN,ANESTHESIOLOGIST,2016,2019,4,244,61
7192,1982,2013,,1,ASIAN,NEUROLOGIST,2013,2020,8,5896,737
7193,1976,2011,,1,WHITE,EMERGENTOLOGIST,2013,2020,8,6769,846.125
7194,1963,1995,,0,WHITE,UROLOGIST,2004,2020,17,11325,666.17647059
7195,1964,2006,2010,0,WHITE,INTERNIST,2006,2010,5,4604,920.8
7196,1953,1990,,1,WHITE,PHYSICIAN ASST II,2004,2020,17,11417,671.58823529
7197,1984,,,1,,,2017,2017,1,59,59
7198,1967,2005,,1,ASIAN,INTERNIST,2006,2020,15,21888,1459.2
7199,1958,1989,,0,WHITE,ORTHOPEDIST,2004,2020,17,11463,674.29411765
7200,1970,2013,,0,WHITE,FAMILY PRACTICE SPECIALIST,2013,2020,8,5791,723.875
7201,1970,2010,2011,1,WHITE,FAMILY PRACTICE SPECIALIST,2007,2011,5,2509,501.8
7202,1943,1973,,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,32694,1923.1764706
7203,1978,2008,,0,BLACK,PHYSICIAN ASST II,2008,2020,13,11790,906.92307692
7204,1958,1989,,0,WHITE,PHYSIATRIST,2004,2020,17,10810,635.88235294
7205,1987,2018,,0,HISPAN,ENDOCRINOLOGIST,2018,2020,3,1643,547.66666667
7206,1962,2014,,1,ASIAN,URGENT CARE SPECIALIST,2014,2020,7,20677,2953.8571429
7207,1978,2017,2018,1,HISPAN,FAMILY PRACTICE SPECIALIST,2008,2018,11,2887,262.45454545
7208,1966,1997,,0,WHITE,EMERGENTOLOGIST,,,,,
7209,1976,2013,2018,0,WHITE,EMERGENTOLOGIST,,,,,
7210,1980,2012,2015,1,ASIAN,,2011,2012,2,343,171.5
7211,1975,2006,,1,HISPAN,FAMILY PRACTICE SPECIALIST,2006,2020,15,12782,852.13333333
7212,1974,2005,,0,ASIAN,ANESTHESIOLOGY GENERAL,2008,2020,13,2057,158.23076923
7213,1984,2011,2018,1,WHITE,NURSE PRACTITIONER Y2,2016,2018,3,5460,1820
7214,1982,,2018,0,,,,,,,
7215,1966,1997,,0,ASIAN,PEDIATRIC: ANESTHESIOLOGIST,2016,2019,4,329,82.25
7216,1956,1992,,0,WHITE,SURGERY VASCULAR,2004,2020,17,6263,368.41176471
7217,1982,2011,,1,HISPAN,EMERGENTOLOGIST,,,,,
7218,1955,1981,,1,HISPAN,PHYSICIAN ASST,2004,2020,17,10394,611.41176471
7219,1945,1982,,1,WHITE,OBSTETRIC/GYNECOLOGIC SURGEON,2004,2020,17,3651,214.76470588
7220,1982,2015,2018,1,ASIAN,FAMILY PRACTICE SPECIALIST,2013,2017,5,3188,637.6
7221,1975,2011,,0,ASIAN,INFECTIOUS DISEASE SPECIALIST,2011,2020,10,2087,208.7
7222,1959,1991,,1,WHITE,OBSTETRICIAN GYNECOLOGIST,2004,2020,17,6117,359.82352941
7223,1982,2014,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2014,2020,7,9469,1352.7142857
7224,1973,2017,2017,0,WHITE,,2011,2015,5,660,132
7225,1965,1995,,1,WHITE,FAMILY PRACTICE SPECIALIST,2005,2020,16,16110,1006.875
7226,1968,2001,,1,HISPAN,FAMILY PRACTICE SPECIALIST,2004,2020,17,11134,654.94117647
7227,1970,2011,,0,WHITE,URGENT CARE SPECIALIST,2012,2020,9,14151,1572.3333333
7228,1976,2010,,1,ASIAN,,,,,,
7229,1957,2009,,0,ASIAN,ANESTHESIOLOGY PEDIATRICS,2009,2015,7,478,68.285714286
7230,1973,2008,,0,WHITE,RADIOLOGIST INTERVENT,,,,,
7231,1948,1988,2016,0,WHITE,PHYSIATRIST,2004,2015,12,8061,671.75
7232,1972,2014,,0,WHITE,,2004,2014,11,15701,1427.3636364
7233,1968,1999,2018,0,WHITE,EMERGENTOLOGIST,2005,2017,13,3548,272.92307692
7234,1951,1983,2016,1,WHITE,PHYSICIAN ASST II,2004,2016,13,13422,1032.4615385
7235,1952,1978,2017,1,ASIAN,NURSE PRACTITIONER Y2,2004,2017,14,8312,593.71428571
7236,1972,2012,2017,0,ASIAN,PHYSICIAN ASST II,2012,2017,6,6150,1025
7237,1961,1992,,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,15916,936.23529412
7238,1969,2002,,1,WHITE,IM PULMONARY TRANSPLANT,2004,2020,17,1589,93.470588235
7239,1979,2009,,1,ASIAN,,2012,2017,6,1250,208.33333333
7240,1982,2015,,0,ASIAN,ORTHOPEDIST,2018,2020,3,1014,338
7241,1948,1989,2014,0,WHITE,,2004,2013,10,3007,300.7
7242,1987,2019,,1,ASIAN,UROGYNECOLOGIST,2019,2020,2,352,176
7243,1989,2018,,1,WHITE,RESIDENT PHYSICIAN,2018,2020,3,398,132.66666667
7244,1956,1986,,1,WHITE,OCCUPATIONAL MEDICINE,2004,2020,17,9283,546.05882353
7245,1970,2009,,0,WHITE,URGENT CARE SPECIALIST,2009,2020,12,41193,3432.75
7246,1957,1989,,1,ASIAN,PHYSIATRIST,2004,2019,16,13149,821.8125
7247,1976,2013,2016,0,ASIAN,FAMILY PRACTICE SPECIALIST,2013,2016,4,9800,2450
7248,1979,2015,2016,0,WHITE,NEPHROLOGIST,2015,2016,2,380,190
7249,1970,2015,2016,1,WHITE,EMERGENTOLOGIST,,,,,
7250,1976,2012,,1,ASIAN,IM HOSPITALIST,,,,,
7251,1970,2015,2017,0,WHITE,FAMILY PRACTICE SPECIALIST,2015,2017,3,2577,859
7252,1988,2018,,0,AMINDN,FAMILY PRACTICE SPECIALIST,2018,2020,3,4319,1439.6666667
7253,1985,2015,2018,1,ASIAN,PULMONOLOGIST,,,,,
7254,1978,2006,,1,WHITE,,,,,,
7255,1975,2008,,1,ASIAN,EMERGENTOLOGIST,2015,2015,1,13,13
7256,1960,1999,,1,WHITE,UROLOGIST,2008,2020,13,5161,397
7257,1980,2010,,1,HISPAN,NURSE PRACTITIONER Y2,2010,2020,11,3680,334.54545455
7258,1970,2003,,0,ASIAN,ENDOCRINOLOGIST,2004,2020,17,7691,452.41176471
7259,1957,1988,,1,WHITE,INTERNIST,2004,2020,17,8995,529.11764706
7260,1969,2007,,0,WHITE,SURGERY CARDIAC,2008,2020,13,1145,88.076923077
7261,1970,2007,,0,ASIAN,GENERAL PODIATRIST,2007,2020,14,9980,712.85714286
7262,1933,2009,2013,0,WHITE,FAMILY PRACTICE SPECIALIST,2009,2012,4,5364,1341
7263,1967,2007,2013,0,ASIAN,FAMILY PRACTICE SPECIALIST,2008,2011,4,625,156.25
7264,1977,2008,,0,ASIAN,EMERGENTOLOGIST,2015,2020,6,2436,406
7265,1972,2003,,0,WHITE,ORTHOPEDIST,2006,2020,15,9222,614.8
7266,1966,2006,,1,,INFECTIOUS DISEASE SPECIALIST,2006,2020,15,3300,220
7267,1960,2000,,0,ASIAN,VASCULAR SURGEON,2004,2020,17,4407,259.23529412
7268,1986,2014,,1,ASIAN,FAMILY MEDICINE,2014,2020,7,7881,1125.8571429
7269,1987,2014,2015,1,WHITE,RESIDENT PHYSICIAN,,,,,
7270,1973,2013,,1,ASIAN,INTERNIST,2013,2020,8,9450,1181.25
7271,1976,2009,,1,ASIAN,NEUROLOGIST,2009,2020,12,8403,700.25
7272,1955,1984,2013,0,HISPAN,FAMILY PRACTICE SPECIALIST,2004,2013,10,6976,697.6
7273,1974,2008,2009,0,,,2008,2009,2,835,417.5
7274,1980,2013,2017,0,WHITE,INTERNIST,,,,,
7275,1960,1988,,0,WHITE,IM HOSPITALIST,2004,2006,3,2229,743
7276,1982,2013,,0,ASIAN,IM HOSPITALIST,2013,2020,8,598,74.75
7277,1973,2009,,0,WHITE,EMERGENTOLOGIST,2010,2020,11,2872,261.09090909
7278,1953,1990,2019,0,WHITE,EMERGENTOLOGIST,,,,,
7279,1988,2019,,1,WHITE,PHYSICIAN ASST,2019,2020,2,1047,523.5
7280,1985,2016,,1,ASIAN,EMERGENTOLOGIST,,,,,
7281,1963,1996,2019,0,WHITE,NEUROSURGERY - NEUROVASCULAR,2004,2017,14,5174,369.57142857
7282,1973,2005,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2005,2020,16,19938,1246.125
7283,1987,2019,,0,WHITE,EMERGENTOLOGIST,,,,,
7284,1965,1997,,0,WHITE,ORTHOPEDIST,2004,2020,17,9296,546.82352941
7285,1985,2015,2017,1,ASIAN,EMERGENTOLOGIST,,,,,
7286,1992,2018,,0,WHITE,RESIDENT PHYSICIAN,2018,2020,3,52,17.333333333
7287,1986,2016,2018,0,WHITE,IM HOSPITALIST,,,,,
7288,1982,2015,,0,ASIAN,CARDIOLOGIST,2016,2020,5,1295,259
7289,1950,1996,,0,WHITE,OBSTETRICIAN GYNECOLOGIST,2004,2020,17,11281,663.58823529
7290,1953,1993,2019,0,WHITE,CARDIOLOGIST,2004,2018,15,6766,451.06666667
7291,1954,1989,,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,8428,495.76470588
7292,1980,2014,2017,0,ASIAN,INTERNIST,2014,2017,4,4362,1090.5
7293,1954,1990,2011,1,WHITE,FAMILY PRACTICE SPECIALIST,2004,2010,7,3774,539.14285714
7294,1954,1997,2019,0,WHITE,NEUROLOGIST,2004,2019,16,6902,431.375
7295,1979,2010,,1,HISPAN,URGENT CARE SPECIALIST,2011,2020,10,16407,1640.7
7296,1949,1976,2017,0,ASIAN,OBSTETRICIAN GYNECOLOGIST,2004,2015,12,8688,724
7297,1974,2015,,1,WHITE,CARDIOLOGIST,2015,2020,6,2114,352.33333333
7298,1968,2003,2013,0,HISPAN,INTERNIST,2004,2013,10,6544,654.4
7299,1980,2009,2012,0,WHITE,INTERNIST,2009,2010,2,267,133.5
7300,1974,2001,,0,ASIAN,PHYSICIAN ASST II,2011,2020,10,10355,1035.5
7301,1968,2008,2009,1,ASIAN,INTERNIST,2008,2009,2,1738,869
7302,1971,2003,,0,WHITE,PHYSICIAN ASST II,2004,2020,17,17713,1041.9411765
7303,1985,2015,2016,0,ASIAN,FAMILY PRACTICE SPECIALIST,2015,2016,2,1561,780.5
7304,1961,2005,,0,WHITE,"GERIATRICS,PALLIATIVE&CONTCARE",2013,2019,7,443,63.285714286
7305,1992,2018,,1,ASIAN,RESIDENT PHYSICIAN,2018,2020,3,386,128.66666667
7306,1989,2019,,1,ASIAN,EMERGENTOLOGIST,,,,,
7307,1968,2008,,0,WHITE, IM CARDIOLOGY INTERVENTIONAL,2008,2020,13,2440,187.69230769
7308,1981,2012,2017,1,ASIAN,ANESTHESIOLOGIST,2013,2013,1,1,1
7309,1975,2011,,0,ASIAN,EMERGENTOLOGIST,2015,2016,2,12,6
7310,1954,1985,,0,ASIAN,CARDIOLOGIST,2004,2019,16,4109,256.8125
7311,1984,2011,,1,ASIAN,INTERNIST,2011,2020,10,7394,739.4
7312,1948,1978,,0,WHITE,FAMILY PRACTICE SPECIALIST,2004,2020,17,10540,620
7313,1980,2014,,0,WHITE,FAMILY PRACTICE SPECIALIST,2014,2020,7,11400,1628.5714286
7314,1983,2016,,0,WHITE,IM HOSPITALIST,,,,,
7315,1947,1986,,0,WHITE,ORTHOPEDIST,2004,2020,17,9795,576.17647059
7316,1984,2018,,0,WHITE,IM HOSPITALIST,,,,,
7317,1958,1989,,0,WHITE,EMERGENTOLOGIST,2005,2020,16,4646,290.375
7318,1973,2000,,0,ASIAN,NEPHROLOGIST,2004,2020,17,1497,88.058823529
7319,1963,1990,,0,ASIAN,INTERNIST,2004,2020,17,28906,1700.3529412
7320,1969,2018,2019,0,WHITE,PHYSICIAN ASST,2019,2019,1,160,160
7321,1973,2005,,0,ASIAN,FAMILY PRACTICE SPECIALIST,2005,2020,16,14421,901.3125
7322,1984,,2015,0,,,2014,2014,1,71,71
7323,1980,2013,,0,ASIAN,ANESTHESIOLOGY PEDIATRICS,2017,2020,4,547,136.75
7324,1981,2011,,0,ASIAN,EMERGENTOLOGIST,2019,2020,2,86,43
7325,1942,1973,2013,0,WHITE,GENERAL EMERGENCY SURGEON,2004,2013,10,20988,2098.8
7326,1970,2011,,0,WHITE,ORTHOPEDIST,2011,2020,10,8461,846.1
7327,1977,2010,,0,ASIAN,ANESTHESIOLOGY PAIN MANAGEMENT,2010,2020,11,3974,361.27272727
7328,1956,1998,,1,WHITE,NURSE PRACTITIONER Y2,2004,2020,17,5411,318.29411765
7329,1982,2016,,0,WHITE,FAMILY PRACTICE SPECIALIST,2013,2020,8,6280,785
7330,1971,2001,,0,WHITE,CARDIOLOGIST,2005,2020,16,4676,292.25
7331,1981,2007,2008,0,WHITE,,2007,2008,2,146,73
7332,1973,2004,,0,ASIAN,EMERGENTOLOGIST,,,,,
7333,1977,2007,2017,1,WHITE,EMERGENTOLOGIST,,,,,
7334,1985,2015,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2015,2020,6,9088,1514.6666667
7335,1981,2014,,0,ASIAN,NEPHROLOGIST,2012,2020,9,1963,218.11111111
7336,1981,2015,,1,ASIAN,INTERNIST,2015,2020,6,8272,1378.6666667
7337,1983,2017,,1,ASIAN,INFECTIOUS DISEASE SPECIALIST,2017,2020,4,629,157.25
7338,1986,2018,,0,ASIAN,INTERNIST,2018,2020,3,2424,808
7339,1978,2007,,0,WHITE,SURGICAL PODIATRIST,2010,2020,11,14339,1303.5454545
7340,1958,1988,,1,WHITE, IM ENDOCRINOLOGY,2004,2020,17,14121,830.64705882
7341,1973,2006,,1,ASIAN,FAMILY PRACTICE SPECIALIST,2006,2020,15,17115,1141
7342,1977,2014,2017,1,ASIAN,OBSTETRICIAN GYNECOLOGIST,2006,2017,12,3642,303.5
